r(m), B_r(T), B_theta(T), B_z(T) 
6.92500e-01, 6.54653e-02, -2.20765e+00, -3.07405e-01 
6.95000e-01, 5.72647e-02, -2.20338e+00, -2.78012e-01 
6.97500e-01, 4.91419e-02, -2.19879e+00, -2.48678e-01 
7.00000e-01, 4.10971e-02, -2.19389e+00, -2.19408e-01 
7.02500e-01, 3.31306e-02, -2.18868e+00, -1.90206e-01 
7.05000e-01, 2.52427e-02, -2.18315e+00, -1.61077e-01 
7.07500e-01, 1.74337e-02, -2.17731e+00, -1.32024e-01 
7.10000e-01, 9.70386e-03, -2.17116e+00, -1.03052e-01 
7.12500e-01, 2.05345e-03, -2.16470e+00, -7.41650e-02 
7.15000e-01, -5.51727e-03, -2.15793e+00, -4.53668e-02 
7.17500e-01, -1.30081e-02, -2.15085e+00, -1.66617e-02 
7.20000e-01, -2.04187e-02, -2.14347e+00, 1.19463e-02 
7.22500e-01, -2.77489e-02, -2.13579e+00, 4.04532e-02 
7.25000e-01, -3.49984e-02, -2.12781e+00, 6.88549e-02 
7.27500e-01, -4.21671e-02, -2.11952e+00, 9.71475e-02 
7.30000e-01, -4.92548e-02, -2.11094e+00, 1.25327e-01 
7.32500e-01, -5.62613e-02, -2.10206e+00, 1.53389e-01 
7.35000e-01, -6.31863e-02, -2.09289e+00, 1.81331e-01 
7.37500e-01, -7.00297e-02, -2.08343e+00, 2.09147e-01 
7.40000e-01, -7.67914e-02, -2.07367e+00, 2.36835e-01 
7.42500e-01, -8.34711e-02, -2.06362e+00, 2.64390e-01 
7.45000e-01, -9.00688e-02, -2.05329e+00, 2.91808e-01 
7.47500e-01, -9.65843e-02, -2.04267e+00, 3.19086e-01 
7.50000e-01, -1.03017e-01, -2.03177e+00, 3.46220e-01 
7.52500e-01, -1.09368e-01, -2.02059e+00, 3.73207e-01 
7.55000e-01, -1.15636e-01, -2.00913e+00, 4.00041e-01 
7.57500e-01, -1.21822e-01, -1.99739e+00, 4.26721e-01 
7.60000e-01, -1.27924e-01, -1.98537e+00, 4.53242e-01 
7.62500e-01, -1.33944e-01, -1.97309e+00, 4.79600e-01 
7.65000e-01, -1.39881e-01, -1.96053e+00, 5.05792e-01 
7.67500e-01, -1.45735e-01, -1.94771e+00, 5.31814e-01 
7.70000e-01, -1.51506e-01, -1.93462e+00, 5.57663e-01 
7.72500e-01, -1.57194e-01, -1.92127e+00, 5.83335e-01 
7.75000e-01, -1.62798e-01, -1.90766e+00, 6.08827e-01 
7.77500e-01, -1.68320e-01, -1.89379e+00, 6.34136e-01 
7.80000e-01, -1.73758e-01, -1.87967e+00, 6.59257e-01 
7.82500e-01, -1.79113e-01, -1.86529e+00, 6.84188e-01 
7.85000e-01, -1.84385e-01, -1.85066e+00, 7.08925e-01 
7.87500e-01, -1.89574e-01, -1.83579e+00, 7.33465e-01 
7.90000e-01, -1.94680e-01, -1.82066e+00, 7.57804e-01 
7.92500e-01, -1.99702e-01, -1.80530e+00, 7.81940e-01 
7.95000e-01, -2.04641e-01, -1.78970e+00, 8.05869e-01 
7.97500e-01, -2.09498e-01, -1.77386e+00, 8.29588e-01 
8.00000e-01, -2.14271e-01, -1.75778e+00, 8.53093e-01 
8.02500e-01, -2.18961e-01, -1.74148e+00, 8.76383e-01 
8.05000e-01, -2.23568e-01, -1.72494e+00, 8.99453e-01 
8.07500e-01, -2.28093e-01, -1.70818e+00, 9.22301e-01 
8.10000e-01, -2.32535e-01, -1.69120e+00, 9.44924e-01 
8.12500e-01, -2.36894e-01, -1.67400e+00, 9.67318e-01 
8.15000e-01, -2.41170e-01, -1.65658e+00, 9.89482e-01 
8.17500e-01, -2.45364e-01, -1.63895e+00, 1.01141e+00 
8.20000e-01, -2.49476e-01, -1.62111e+00, 1.03310e+00 
8.22500e-01, -2.53506e-01, -1.60306e+00, 1.05456e+00 
8.25000e-01, -2.57453e-01, -1.58480e+00, 1.07577e+00 
8.27500e-01, -2.61319e-01, -1.56635e+00, 1.09673e+00 
8.30000e-01, -2.65103e-01, -1.54769e+00, 1.11745e+00 
8.32500e-01, -2.68805e-01, -1.52884e+00, 1.13792e+00 
8.35000e-01, -2.72426e-01, -1.50980e+00, 1.15813e+00 
8.37500e-01, -2.75965e-01, -1.49057e+00, 1.17809e+00 
8.40000e-01, -2.79424e-01, -1.47116e+00, 1.19780e+00 
8.42500e-01, -2.82801e-01, -1.45156e+00, 1.21724e+00 
8.45000e-01, -2.86098e-01, -1.43178e+00, 1.23642e+00 
8.47500e-01, -2.89315e-01, -1.41183e+00, 1.25533e+00 
8.50000e-01, -2.92451e-01, -1.39171e+00, 1.27398e+00 
8.52500e-01, -2.95507e-01, -1.37142e+00, 1.29235e+00 
8.55000e-01, -2.98483e-01, -1.35096e+00, 1.31046e+00 
8.57500e-01, -3.01380e-01, -1.33034e+00, 1.32829e+00 
8.60000e-01, -3.04197e-01, -1.30956e+00, 1.34584e+00 
8.62500e-01, -3.06935e-01, -1.28863e+00, 1.36312e+00 
8.65000e-01, -3.09595e-01, -1.26755e+00, 1.38012e+00 
8.67500e-01, -3.12176e-01, -1.24632e+00, 1.39683e+00 
8.70000e-01, -3.14679e-01, -1.22494e+00, 1.41326e+00 
8.72500e-01, -3.17103e-01, -1.20343e+00, 1.42941e+00 
8.75000e-01, -3.19450e-01, -1.18177e+00, 1.44526e+00 
8.77500e-01, -3.21720e-01, -1.15999e+00, 1.46083e+00 
8.80000e-01, -3.23913e-01, -1.13807e+00, 1.47611e+00 
8.82500e-01, -3.26028e-01, -1.11602e+00, 1.49109e+00 
8.85000e-01, -3.28068e-01, -1.09386e+00, 1.50578e+00 
8.87500e-01, -3.30031e-01, -1.07157e+00, 1.52017e+00 
8.90000e-01, -3.31919e-01, -1.04917e+00, 1.53426e+00 
8.92500e-01, -3.33731e-01, -1.02666e+00, 1.54805e+00 
8.95000e-01, -3.35468e-01, -1.00404e+00, 1.56155e+00 
8.97500e-01, -3.37130e-01, -9.81311e-01, 1.57474e+00 
9.00000e-01, -3.38718e-01, -9.58485e-01, 1.58762e+00 
9.02500e-01, -3.40231e-01, -9.35561e-01, 1.60021e+00 
9.05000e-01, -3.41672e-01, -9.12544e-01, 1.61248e+00 
9.07500e-01, -3.43039e-01, -8.89438e-01, 1.62445e+00 
9.10000e-01, -3.44333e-01, -8.66246e-01, 1.63611e+00 
9.12500e-01, -3.45554e-01, -8.42972e-01, 1.64746e+00 
9.15000e-01, -3.46704e-01, -8.19619e-01, 1.65850e+00 
9.17500e-01, -3.47782e-01, -7.96192e-01, 1.66923e+00 
9.20000e-01, -3.48789e-01, -7.72694e-01, 1.67964e+00 
9.22500e-01, -3.49725e-01, -7.49129e-01, 1.68974e+00 
9.25000e-01, -3.50590e-01, -7.25501e-01, 1.69953e+00 
9.27500e-01, -3.51386e-01, -7.01814e-01, 1.70900e+00 
9.30000e-01, -3.52112e-01, -6.78071e-01, 1.71816e+00 
9.32500e-01, -3.52769e-01, -6.54276e-01, 1.72699e+00 
9.35000e-01, -3.53357e-01, -6.30433e-01, 1.73552e+00 
9.37500e-01, -3.53877e-01, -6.06547e-01, 1.74372e+00 
9.40000e-01, -3.54329e-01, -5.82619e-01, 1.75160e+00 
9.42500e-01, -3.54715e-01, -5.58656e-01, 1.75917e+00 
9.45000e-01, -3.55033e-01, -5.34659e-01, 1.76641e+00 
9.47500e-01, -3.55285e-01, -5.10634e-01, 1.77334e+00 
9.50000e-01, -3.55471e-01, -4.86584e-01, 1.77995e+00 
9.52500e-01, -3.55592e-01, -4.62512e-01, 1.78623e+00 
9.55000e-01, -3.55649e-01, -4.38423e-01, 1.79219e+00 
9.57500e-01, -3.55640e-01, -4.14321e-01, 1.79784e+00 
