r(m), B_r(T), B_theta(T), B_z(T) 
9.02500e-01, 1.04802e+00, 7.49072e-01, -1.09690e+00 
9.05000e-01, 1.04708e+00, 7.46643e-01, -1.09901e+00 
9.07500e-01, 1.04615e+00, 7.44209e-01, -1.10113e+00 
9.10000e-01, 1.04521e+00, 7.41771e-01, -1.10323e+00 
9.12500e-01, 1.04427e+00, 7.39328e-01, -1.10533e+00 
9.15000e-01, 1.04333e+00, 7.36881e-01, -1.10742e+00 
9.17500e-01, 1.04238e+00, 7.34429e-01, -1.10950e+00 
9.20000e-01, 1.04143e+00, 7.31973e-01, -1.11158e+00 
9.22500e-01, 1.04049e+00, 7.29513e-01, -1.11365e+00 
9.25000e-01, 1.03954e+00, 7.27049e-01, -1.11571e+00 
9.27500e-01, 1.03858e+00, 7.24580e-01, -1.11776e+00 
9.30000e-01, 1.03763e+00, 7.22107e-01, -1.11981e+00 
9.32500e-01, 1.03667e+00, 7.19630e-01, -1.12185e+00 
9.35000e-01, 1.03571e+00, 7.17148e-01, -1.12388e+00 
9.37500e-01, 1.03475e+00, 7.14662e-01, -1.12591e+00 
9.40000e-01, 1.03379e+00, 7.12173e-01, -1.12793e+00 
9.42500e-01, 1.03283e+00, 7.09678e-01, -1.12994e+00 
9.45000e-01, 1.03186e+00, 7.07180e-01, -1.13194e+00 
9.47500e-01, 1.03089e+00, 7.04678e-01, -1.13394e+00 
9.50000e-01, 1.02992e+00, 7.02171e-01, -1.13593e+00 
9.52500e-01, 1.02895e+00, 6.99660e-01, -1.13791e+00 
9.55000e-01, 1.02797e+00, 6.97145e-01, -1.13988e+00 
9.57500e-01, 1.02700e+00, 6.94626e-01, -1.14185e+00 
