r(m), B_r(T), B_theta(T), B_z(T) 
9.35000e-01, 1.34222e+00, 1.25025e+00, -7.14353e-01 
9.37500e-01, 1.34104e+00, 1.24862e+00, -7.15901e-01 
9.40000e-01, 1.33987e+00, 1.24698e+00, -7.17445e-01 
9.42500e-01, 1.33869e+00, 1.24534e+00, -7.18987e-01 
9.45000e-01, 1.33751e+00, 1.24369e+00, -7.20526e-01 
9.47500e-01, 1.33632e+00, 1.24204e+00, -7.22062e-01 
9.50000e-01, 1.33514e+00, 1.24039e+00, -7.23596e-01 
9.52500e-01, 1.33395e+00, 1.23873e+00, -7.25126e-01 
9.55000e-01, 1.33276e+00, 1.23707e+00, -7.26654e-01 
9.57500e-01, 1.33156e+00, 1.23541e+00, -7.28179e-01 
9.60000e-01, 1.33036e+00, 1.23374e+00, -7.29701e-01 
